27,Proteus Resources,Proteus Resources,\N,resources,\N,2014-11-21 10:29:43.718234,2014-11-28 11:45:26.727459,text,2014-11-28
28,Search all resources,Search all resources,\N,categories,\N,2014-11-21 10:29:43.785762,2014-11-28 11:45:26.761066,text,2014-11-28
3,Latest Resources Updates,Latest Resources Updates,Latest Resource Updates,homepage,\N,2014-11-12 14:58:05.585999,2014-11-28 09:14:52.412801,text,2014-11-28
10,See in resource section,See in resource section,\N,homepage,\N,2014-11-18 18:14:55.53183,2014-11-28 09:14:52.433481,text,2014-11-28
5,About Proteus,About Proteus,\N,homepage,\N,2014-11-12 14:58:05.665409,2014-11-28 09:14:52.479176,text,2014-11-28
21,Resources,Resources,\N,general,\N,2014-11-20 11:54:57.922738,2014-11-29 20:03:06.359709,text,2014-11-29
45,Latest updates sidebar link text,See in resource section,\N,homepage,\N,2014-11-28 14:19:34.170234,2014-12-01 07:21:17.778618,text,2014-12-01
47,About proteus section title,About Proteus,\N,homepage,\N,2014-11-28 14:19:34.315607,2014-12-01 07:21:17.872611,text,2014-12-01
48,About proteus section content,Lorem ipsum dolor sit amet\, consectetur adipiscing elit. Nunc laoreet nec tellus et dictum. Integer quis sem in arcu posuere fringilla. Donec vel tellus vitae quam volutpat pretium at pharetra elit.,\N,homepage,\N,2014-11-28 14:19:34.341996,2014-12-01 07:21:17.890638,text,2014-12-01
49,About proteus button text,Read More,\N,homepage,\N,2014-11-28 14:19:34.373801,2014-12-01 07:21:17.907531,text,2014-12-01
37,Categories sidebar title,Categories,\N,categories,\N,2014-11-28 14:19:33.194688,2014-11-29 20:02:33.308682,text,2014-11-29
50,Join proteus section title,Join Proteus,\N,homepage,\N,2014-11-28 14:19:34.405952,2014-12-01 07:21:17.92526,text,2014-12-01
36,Footer banner text,If you're from any of these companies & want to know more\, please contact us for more information,\N,footer,\N,2014-11-26 13:08:55.891727,2014-12-01 07:21:18.207812,text,2014-12-01
46,Partners title,Partners,\N,footer,\N,2014-11-28 14:19:34.265371,2014-12-01 07:21:18.222748,text,2014-12-01
24,Back,Back,\N,password,\N,2014-11-21 09:57:25.206959,2014-12-01 07:22:09.915408,text,2014-12-01
58,Resources title,Proteus Resources,\N,resources,\N,2014-11-28 14:58:08.404529,2014-11-28 14:58:09.238424,text,2014-11-28
59,Download dataset title,Download the full dataset,\N,tools,\N,2014-11-28 15:01:15.501074,2014-11-29 19:58:45.960925,text,2014-11-29
53,Download button text,Download,\N,resources,\N,2014-11-28 14:19:57.853689,2014-11-29 20:02:33.388243,text,2014-11-29
54,Tools sidebar title,Tools,\N,general,\N,2014-11-28 14:33:15.245681,2014-11-29 20:03:06.228331,text,2014-11-29
55,Sidebar text,Information to support decision makers,\N,general,\N,2014-11-28 14:33:15.597078,2014-11-29 20:03:06.241718,text,2014-11-29
56,Browse resources sidebar text,From the country factsheets to meeting notes,\N,general,\N,2014-11-28 14:33:15.901303,2014-11-29 20:03:06.37361,text,2014-11-29
57,Browse resources button text,Browse Resources,\N,general,\N,2014-11-28 14:33:16.126473,2014-11-29 20:03:06.386565,text,2014-11-29
38,Home banner text,Supporting businesses make better informed decisions - to the benefit of the wider conservation community,\N,homepage,\N,2014-11-28 14:19:33.409409,2014-12-01 07:21:17.440255,text,2014-12-01
51,Join proteus section content,Lorem ipsum dolor sit amet\, consectetur adipiscing elit. Nunc laoreet nec tellus et dictum. Integer quis sem in arcu posuere fringilla. Donec vel tellus vitae quam volutpat pretium at pharetra elit.,\N,homepage,\N,2014-11-28 14:19:34.438172,2014-12-01 07:21:17.943449,text,2014-12-01
52,Join proteus button text,Read More,\N,homepage,\N,2014-11-28 14:19:34.473938,2014-12-01 07:21:17.956425,text,2014-12-01
60,Site title,Proteus Partners,\N,head,\N,2014-11-28 17:27:37.08744,2014-12-01 07:21:17.972263,text,2014-12-01
61,Site description,Supporting businesses make better informed decisions - to the benefit of the wider conservation community,\N,head,\N,2014-11-28 17:27:37.134583,2014-12-01 07:21:17.987267,text,2014-12-01
35,Password description,This content is password protected and is available to Proteus Partners. Please login. If you do not have a password\, please contact the Proteus focal point in your company for access\, or alternatively contact the Business and Biodiversity team at UNEP-WCMC. If your company is not a member of the Partnership you can see more information on how to,\N,password,\N,2014-11-25 17:38:09.09483,2014-12-01 07:22:09.969914,text,2014-12-01
